BAD PLAN
10, 6
10, 7
8, 10
10, 6
10, 7
8, 10
10, 6
10, 7
8, 10
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
13, 5
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 7
8, 10
10, 11
8, 0
10, 3
10, 6
10, 7
8, 10
10, 11
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
15, 6
16, 6
15, 7
16, 7
14, 8
15, 8
16, 8
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
9, 0
9, 1
9, 2
9, 3
10, 3
13, 5
9, 0
9, 1
9, 2
9, 3
10, 3
13, 5
9, 0
9, 1
9, 2
9, 3
10, 3
13, 5
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
9, 0
9, 1
9, 2
13, 5
10, 6
9, 4
12, 5
13, 5
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
8, 0
10, 3
12, 5
13, 5
10, 6
10, 7
8, 10
10, 11
9, 4
12, 5
13, 5
9, 4
12, 5
13, 5
8, 0
10, 6
10, 7
10, 11
8, 0
10, 6
10, 7
10, 11
8, 0
10, 6
10, 7
8, 10
10, 11
8, 0
10, 6
10, 7
8, 10
10, 11
8, 0
10, 6
10, 7
10, 11
8, 0
10, 6
10, 7
8, 0
10, 6
10, 7
8, 0
10, 6
10, 7
